path,distance,scale,conponte,metro,puntoaccesso
"['punto_accesso_61', 'punto_strada_634', 'punto_strada_561', 'punto_strada_564', 'punto_strada_566', 'punto_strada_568', 'punto_strada_570', 'punto_strada_572', 'punto_strada_575', 'punto_strada_577', 'punto_strada_578', 'punto_strada_580', 'punto_strada_581', 'punto_strada_584', 'punto_strada_531', 'punto_strada_533', 'punto_strada_363', 'punto_strada_365', 'punto_strada_367', 'punto_strada_299', 'punto_strada_297', 'punto_strada_295', 'punto_strada_292', 'punto_strada_243', 'punto_strada_244', 'punto_strada_169', 'punto_strada_167', 'punto_strada_165', 'punto_strada_164', 'punto_strada_163', 'punto_strada_161', 'punto_strada_159', 'punto_strada_158', 'punto_strada_156', 'punto_strada_155', 'punto_strada_217', 'punto_strada_1081', 'punto_strada_961', 'punto_strada_962', 'punto_strada_1078', 'punto_strada_1076', 'punto_strada_1075', 'punto_strada_1074', 'punto_strada_16', 'punto_strada_1083', 'punto_strada_15', 'punto_strada_1085', 'punto_strada_14', 'punto_ponte_1087', 'punto_ponte_66', 'punto_strada_12', 'punto_ponte_1090', 'punto_ponte_11', 'punto_ponte_10', 'punto_strada_1094', 'punto_strada_62', 'punto_strada_61', 'punto_strada_7', 'punto_strada_59', 'punto_strada_5', 'punto_strada_4', 'punto_strada_3', 'punto_strada_2', 'punto_strada_0', 'metro_concadoro']",1233.588166798619,no,yes,concadoro,punto_accesso_61
"['punto_accesso_62', 'punto_strada_1035', 'punto_strada_570', 'punto_strada_572', 'punto_strada_575', 'punto_strada_577', 'punto_strada_578', 'punto_strada_580', 'punto_strada_581', 'punto_strada_584', 'punto_strada_531', 'punto_strada_533', 'punto_strada_363', 'punto_strada_365', 'punto_strada_367', 'punto_strada_299', 'punto_strada_297', 'punto_strada_295', 'punto_strada_292', 'punto_strada_243', 'punto_strada_244', 'punto_strada_169', 'punto_strada_167', 'punto_strada_165', 'punto_strada_164', 'punto_strada_163', 'punto_strada_161', 'punto_strada_159', 'punto_strada_158', 'punto_strada_156', 'punto_strada_155', 'punto_strada_217', 'punto_strada_1081', 'punto_strada_961', 'punto_strada_962', 'punto_strada_1078', 'punto_strada_1076', 'punto_strada_1075', 'punto_strada_1074', 'punto_strada_16', 'punto_strada_1083', 'punto_strada_15', 'punto_strada_1085', 'punto_strada_14', 'punto_ponte_1087', 'punto_ponte_66', 'punto_strada_12', 'punto_ponte_1090', 'punto_ponte_11', 'punto_ponte_10', 'punto_strada_1094', 'punto_strada_62', 'punto_strada_61', 'punto_strada_7', 'punto_strada_59', 'punto_strada_5', 'punto_strada_4', 'punto_strada_3', 'punto_strada_2', 'punto_strada_0', 'metro_concadoro']",1127.4811942043589,no,yes,concadoro,punto_accesso_62
"['punto_accesso_63', 'punto_strada_564', 'punto_strada_566', 'punto_strada_568', 'punto_strada_570', 'punto_strada_572', 'punto_strada_575', 'punto_strada_577', 'punto_strada_578', 'punto_strada_580', 'punto_strada_581', 'punto_strada_584', 'punto_strada_531', 'punto_strada_533', 'punto_strada_363', 'punto_strada_365', 'punto_strada_367', 'punto_strada_299', 'punto_strada_297', 'punto_strada_295', 'punto_strada_292', 'punto_strada_243', 'punto_strada_244', 'punto_strada_169', 'punto_strada_167', 'punto_strada_165', 'punto_strada_164', 'punto_strada_163', 'punto_strada_161', 'punto_strada_159', 'punto_strada_158', 'punto_strada_156', 'punto_strada_155', 'punto_strada_217', 'punto_strada_1081', 'punto_strada_961', 'punto_strada_962', 'punto_strada_1078', 'punto_strada_1076', 'punto_strada_1075', 'punto_strada_1074', 'punto_strada_16', 'punto_strada_1083', 'punto_strada_15', 'punto_strada_1085', 'punto_strada_14', 'punto_ponte_1087', 'punto_ponte_66', 'punto_strada_12', 'punto_ponte_1090', 'punto_ponte_11', 'punto_ponte_10', 'punto_strada_1094', 'punto_strada_62', 'punto_strada_61', 'punto_strada_7', 'punto_strada_59', 'punto_strada_5', 'punto_strada_4', 'punto_strada_3', 'punto_strada_2', 'punto_strada_0', 'metro_concadoro']",1200.1724903643337,no,yes,concadoro,punto_accesso_63
"['punto_accesso_64', 'punto_strada_631', 'punto_strada_633', 'punto_strada_561', 'punto_strada_564', 'punto_strada_566', 'punto_strada_568', 'punto_strada_570', 'punto_strada_572', 'punto_strada_575', 'punto_strada_577', 'punto_strada_578', 'punto_strada_580', 'punto_strada_581', 'punto_strada_584', 'punto_strada_531', 'punto_strada_533', 'punto_strada_363', 'punto_strada_365', 'punto_strada_367', 'punto_strada_299', 'punto_strada_297', 'punto_strada_295', 'punto_strada_292', 'punto_strada_243', 'punto_strada_244', 'punto_strada_169', 'punto_strada_167', 'punto_strada_165', 'punto_strada_164', 'punto_strada_163', 'punto_strada_161', 'punto_strada_159', 'punto_strada_158', 'punto_strada_156', 'punto_strada_155', 'punto_strada_217', 'punto_strada_1081', 'punto_strada_961', 'punto_strada_962', 'punto_strada_1078', 'punto_strada_1076', 'punto_strada_1075', 'punto_strada_1074', 'punto_strada_16', 'punto_strada_1083', 'punto_strada_15', 'punto_strada_1085', 'punto_strada_14', 'punto_ponte_1087', 'punto_ponte_66', 'punto_strada_12', 'punto_ponte_1090', 'punto_ponte_11', 'punto_ponte_10', 'punto_strada_1094', 'punto_strada_62', 'punto_strada_61', 'punto_strada_7', 'punto_strada_59', 'punto_strada_5', 'punto_strada_4', 'punto_strada_3', 'punto_strada_2', 'punto_strada_0', 'metro_concadoro']",1265.8018962140188,no,yes,concadoro,punto_accesso_64
"['punto_accesso_65', 'punto_strada_726', 'punto_strada_725', 'punto_strada_1032', 'punto_strada_1033', 'punto_strada_1034', 'punto_strada_569', 'punto_strada_571', 'punto_strada_572', 'punto_strada_575', 'punto_strada_577', 'punto_strada_578', 'punto_strada_580', 'punto_strada_581', 'punto_strada_584', 'punto_strada_531', 'punto_strada_533', 'punto_strada_363', 'punto_strada_365', 'punto_strada_367', 'punto_strada_299', 'punto_strada_297', 'punto_strada_295', 'punto_strada_292', 'punto_strada_243', 'punto_strada_244', 'punto_strada_169', 'punto_strada_167', 'punto_strada_165', 'punto_strada_164', 'punto_strada_163', 'punto_strada_161', 'punto_strada_159', 'punto_strada_158', 'punto_strada_156', 'punto_strada_155', 'punto_strada_217', 'punto_strada_1081', 'punto_strada_961', 'punto_strada_962', 'punto_strada_1078', 'punto_strada_1076', 'punto_strada_1075', 'punto_strada_1074', 'punto_strada_16', 'punto_strada_1083', 'punto_strada_15', 'punto_strada_1085', 'punto_strada_14', 'punto_ponte_1087', 'punto_ponte_66', 'punto_strada_12', 'punto_ponte_1090', 'punto_ponte_11', 'punto_ponte_10', 'punto_strada_1094', 'punto_strada_62', 'punto_strada_61', 'punto_strada_7', 'punto_strada_59', 'punto_strada_5', 'punto_strada_4', 'punto_strada_3', 'punto_strada_2', 'punto_strada_0', 'metro_concadoro']",1229.2531783877412,no,yes,concadoro,punto_accesso_65
"['punto_accesso_66', 'punto_strada_737', 'punto_strada_736', 'punto_strada_735', 'punto_strada_734', 'punto_strada_732', 'punto_strada_731', 'punto_strada_756', 'punto_strada_775', 'punto_strada_778', 'punto_strada_781', 'punto_strada_783', 'punto_strada_786', 'punto_strada_574', 'punto_strada_576', 'punto_strada_579', 'punto_strada_581', 'punto_strada_584', 'punto_strada_531', 'punto_strada_533', 'punto_strada_363', 'punto_strada_365', 'punto_strada_367', 'punto_strada_299', 'punto_strada_297', 'punto_strada_295', 'punto_strada_292', 'punto_strada_243', 'punto_strada_244', 'punto_strada_169', 'punto_strada_167', 'punto_strada_165', 'punto_strada_164', 'punto_strada_163', 'punto_strada_161', 'punto_strada_159', 'punto_strada_158', 'punto_strada_156', 'punto_strada_155', 'punto_strada_217', 'punto_strada_1081', 'punto_strada_961', 'punto_strada_962', 'punto_strada_1078', 'punto_strada_1076', 'punto_strada_1075', 'punto_strada_1074', 'punto_strada_16', 'punto_strada_1083', 'punto_strada_15', 'punto_strada_1085', 'punto_strada_14', 'punto_ponte_1087', 'punto_ponte_66', 'punto_strada_12', 'punto_ponte_1090', 'punto_ponte_11', 'punto_ponte_10', 'punto_strada_1094', 'punto_strada_62', 'punto_strada_61', 'punto_strada_7', 'punto_strada_59', 'punto_strada_5', 'punto_strada_4', 'punto_strada_3', 'punto_strada_2', 'punto_strada_0', 'metro_concadoro']",1316.3824816970057,no,yes,concadoro,punto_accesso_66
"['punto_accesso_67', 'punto_strada_732', 'punto_strada_731', 'punto_strada_756', 'punto_strada_775', 'punto_strada_778', 'punto_strada_781', 'punto_strada_783', 'punto_strada_786', 'punto_strada_574', 'punto_strada_576', 'punto_strada_579', 'punto_strada_581', 'punto_strada_584', 'punto_strada_531', 'punto_strada_533', 'punto_strada_363', 'punto_strada_365', 'punto_strada_367', 'punto_strada_299', 'punto_strada_297', 'punto_strada_295', 'punto_strada_292', 'punto_strada_243', 'punto_strada_244', 'punto_strada_169', 'punto_strada_167', 'punto_strada_165', 'punto_strada_164', 'punto_strada_163', 'punto_strada_161', 'punto_strada_159', 'punto_strada_158', 'punto_strada_156', 'punto_strada_155', 'punto_strada_217', 'punto_strada_1081', 'punto_strada_961', 'punto_strada_962', 'punto_strada_1078', 'punto_strada_1076', 'punto_strada_1075', 'punto_strada_1074', 'punto_strada_16', 'punto_strada_1083', 'punto_strada_15', 'punto_strada_1085', 'punto_strada_14', 'punto_ponte_1087', 'punto_ponte_66', 'punto_strada_12', 'punto_ponte_1090', 'punto_ponte_11', 'punto_ponte_10', 'punto_strada_1094', 'punto_strada_62', 'punto_strada_61', 'punto_strada_7', 'punto_strada_59', 'punto_strada_5', 'punto_strada_4', 'punto_strada_3', 'punto_strada_2', 'punto_strada_0', 'metro_concadoro']",1266.3784115890414,no,yes,concadoro,punto_accesso_67
"['punto_accesso_68', 'punto_strada_1051', 'punto_strada_1052', 'punto_strada_1053', 'punto_strada_595', 'punto_strada_596', 'punto_strada_598', 'punto_strada_599', 'punto_strada_585', 'punto_strada_1070', 'punto_strada_545', 'punto_strada_548', 'punto_strada_550', 'punto_strada_551', 'punto_strada_525', 'punto_strada_527', 'punto_strada_529', 'punto_strada_531', 'punto_strada_533', 'punto_strada_363', 'punto_strada_365', 'punto_strada_367', 'punto_strada_299', 'punto_strada_297', 'punto_strada_295', 'punto_strada_292', 'punto_strada_243', 'punto_strada_244', 'punto_strada_169', 'punto_strada_167', 'punto_strada_165', 'punto_strada_164', 'punto_strada_163', 'punto_strada_161', 'punto_strada_159', 'punto_strada_158', 'punto_strada_156', 'punto_strada_155', 'punto_strada_217', 'punto_strada_1081', 'punto_strada_961', 'punto_strada_962', 'punto_strada_1078', 'punto_strada_1076', 'punto_strada_1075', 'punto_strada_1074', 'punto_strada_16', 'punto_strada_1083', 'punto_strada_15', 'punto_strada_1085', 'punto_strada_14', 'punto_ponte_1087', 'punto_ponte_66', 'punto_strada_12', 'punto_ponte_1090', 'punto_ponte_11', 'punto_ponte_10', 'punto_strada_1094', 'punto_strada_62', 'punto_strada_61', 'punto_strada_7', 'punto_strada_59', 'punto_strada_5', 'punto_strada_4', 'punto_strada_3', 'punto_strada_2', 'punto_strada_0', 'metro_concadoro']",1247.6207838762691,no,yes,concadoro,punto_accesso_68
"['punto_accesso_69', 'punto_strada_625', 'punto_strada_623', 'punto_strada_621', 'punto_strada_615', 'punto_strada_613', 'punto_strada_611', 'punto_strada_597', 'punto_strada_599', 'punto_strada_585', 'punto_strada_1070', 'punto_strada_545', 'punto_strada_548', 'punto_strada_550', 'punto_strada_551', 'punto_strada_525', 'punto_strada_527', 'punto_strada_529', 'punto_strada_531', 'punto_strada_533', 'punto_strada_363', 'punto_strada_365', 'punto_strada_367', 'punto_strada_299', 'punto_strada_297', 'punto_strada_295', 'punto_strada_292', 'punto_strada_243', 'punto_strada_244', 'punto_strada_169', 'punto_strada_167', 'punto_strada_165', 'punto_strada_164', 'punto_strada_163', 'punto_strada_161', 'punto_strada_159', 'punto_strada_158', 'punto_strada_156', 'punto_strada_155', 'punto_strada_217', 'punto_strada_1081', 'punto_strada_961', 'punto_strada_962', 'punto_strada_1078', 'punto_strada_1076', 'punto_strada_1075', 'punto_strada_1074', 'punto_strada_16', 'punto_strada_1083', 'punto_strada_15', 'punto_strada_1085', 'punto_strada_14', 'punto_ponte_1087', 'punto_ponte_66', 'punto_strada_12', 'punto_ponte_1090', 'punto_ponte_11', 'punto_ponte_10', 'punto_strada_1094', 'punto_strada_62', 'punto_strada_61', 'punto_strada_7', 'punto_strada_59', 'punto_strada_5', 'punto_strada_4', 'punto_strada_3', 'punto_strada_2', 'punto_strada_0', 'metro_concadoro']",1276.3527109571287,no,yes,concadoro,punto_accesso_69
"['punto_accesso_70', 'punto_strada_1042', 'punto_strada_642', 'punto_strada_1047', 'punto_strada_640', 'punto_strada_638', 'punto_strada_636', 'punto_strada_625', 'punto_strada_623', 'punto_strada_621', 'punto_strada_615', 'punto_strada_613', 'punto_strada_611', 'punto_strada_597', 'punto_strada_599', 'punto_strada_585', 'punto_strada_1070', 'punto_strada_545', 'punto_strada_548', 'punto_strada_550', 'punto_strada_551', 'punto_strada_525', 'punto_strada_527', 'punto_strada_529', 'punto_strada_531', 'punto_strada_533', 'punto_strada_363', 'punto_strada_365', 'punto_strada_367', 'punto_strada_299', 'punto_strada_297', 'punto_strada_295', 'punto_strada_292', 'punto_strada_243', 'punto_strada_244', 'punto_strada_169', 'punto_strada_167', 'punto_strada_165', 'punto_strada_164', 'punto_strada_163', 'punto_strada_161', 'punto_strada_159', 'punto_strada_158', 'punto_strada_156', 'punto_strada_155', 'punto_strada_217', 'punto_strada_1081', 'punto_strada_961', 'punto_strada_962', 'punto_strada_1078', 'punto_strada_1076', 'punto_strada_1075', 'punto_strada_1074', 'punto_strada_16', 'punto_strada_1083', 'punto_strada_15', 'punto_strada_1085', 'punto_strada_14', 'punto_ponte_1087', 'punto_ponte_66', 'punto_strada_12', 'punto_ponte_1090', 'punto_ponte_11', 'punto_ponte_10', 'punto_strada_1094', 'punto_strada_62', 'punto_strada_61', 'punto_strada_7', 'punto_strada_59', 'punto_strada_5', 'punto_strada_4', 'punto_strada_3', 'punto_strada_2', 'punto_strada_0', 'metro_concadoro']",1406.1211770539821,no,yes,concadoro,punto_accesso_70
"['punto_accesso_71', 'punto_strada_723', 'punto_strada_691', 'punto_strada_689', 'punto_strada_688', 'punto_strada_685', 'punto_strada_648', 'punto_strada_649', 'punto_strada_682', 'punto_strada_680', 'punto_strada_677', 'punto_strada_674', 'punto_strada_673', 'punto_strada_670', 'punto_strada_669', 'punto_strada_666', 'punto_strada_1033', 'punto_strada_1034', 'punto_strada_569', 'punto_strada_571', 'punto_strada_572', 'punto_strada_575', 'punto_strada_577', 'punto_strada_578', 'punto_strada_580', 'punto_strada_581', 'punto_strada_584', 'punto_strada_531', 'punto_strada_533', 'punto_strada_363', 'punto_strada_365', 'punto_strada_367', 'punto_strada_299', 'punto_strada_297', 'punto_strada_295', 'punto_strada_292', 'punto_strada_243', 'punto_strada_244', 'punto_strada_169', 'punto_strada_167', 'punto_strada_165', 'punto_strada_164', 'punto_strada_163', 'punto_strada_161', 'punto_strada_159', 'punto_strada_158', 'punto_strada_156', 'punto_strada_155', 'punto_strada_217', 'punto_strada_1081', 'punto_strada_961', 'punto_strada_962', 'punto_strada_1078', 'punto_strada_1076', 'punto_strada_1075', 'punto_strada_1074', 'punto_strada_16', 'punto_strada_1083', 'punto_strada_15', 'punto_strada_1085', 'punto_strada_14', 'punto_ponte_1087', 'punto_ponte_66', 'punto_strada_12', 'punto_ponte_1090', 'punto_ponte_11', 'punto_ponte_10', 'punto_strada_1094', 'punto_strada_62', 'punto_strada_61', 'punto_strada_7', 'punto_strada_59', 'punto_strada_5', 'punto_strada_4', 'punto_strada_3', 'punto_strada_2', 'punto_strada_0', 'metro_concadoro']",1601.3709186295598,no,yes,concadoro,punto_accesso_71
"['punto_accesso_72', 'punto_strada_1046', 'punto_strada_639', 'punto_strada_638', 'punto_strada_636', 'punto_strada_625', 'punto_strada_623', 'punto_strada_621', 'punto_strada_615', 'punto_strada_613', 'punto_strada_611', 'punto_strada_597', 'punto_strada_599', 'punto_strada_585', 'punto_strada_1070', 'punto_strada_545', 'punto_strada_548', 'punto_strada_550', 'punto_strada_551', 'punto_strada_525', 'punto_strada_527', 'punto_strada_529', 'punto_strada_531', 'punto_strada_533', 'punto_strada_363', 'punto_strada_365', 'punto_strada_367', 'punto_strada_299', 'punto_strada_297', 'punto_strada_295', 'punto_strada_292', 'punto_strada_243', 'punto_strada_244', 'punto_strada_169', 'punto_strada_167', 'punto_strada_165', 'punto_strada_164', 'punto_strada_163', 'punto_strada_161', 'punto_strada_159', 'punto_strada_158', 'punto_strada_156', 'punto_strada_155', 'punto_strada_217', 'punto_strada_1081', 'punto_strada_961', 'punto_strada_962', 'punto_strada_1078', 'punto_strada_1076', 'punto_strada_1075', 'punto_strada_1074', 'punto_strada_16', 'punto_strada_1083', 'punto_strada_15', 'punto_strada_1085', 'punto_strada_14', 'punto_ponte_1087', 'punto_ponte_66', 'punto_strada_12', 'punto_ponte_1090', 'punto_ponte_11', 'punto_ponte_10', 'punto_strada_1094', 'punto_strada_62', 'punto_strada_61', 'punto_strada_7', 'punto_strada_59', 'punto_strada_5', 'punto_strada_4', 'punto_strada_3', 'punto_strada_2', 'punto_strada_0', 'metro_concadoro']",1366.879124066246,no,yes,concadoro,punto_accesso_72
"['punto_accesso_73', 'punto_strada_1053', 'punto_strada_595', 'punto_strada_596', 'punto_strada_598', 'punto_strada_599', 'punto_strada_585', 'punto_strada_1070', 'punto_strada_545', 'punto_strada_548', 'punto_strada_550', 'punto_strada_551', 'punto_strada_525', 'punto_strada_527', 'punto_strada_529', 'punto_strada_531', 'punto_strada_533', 'punto_strada_363', 'punto_strada_365', 'punto_strada_367', 'punto_strada_299', 'punto_strada_297', 'punto_strada_295', 'punto_strada_292', 'punto_strada_243', 'punto_strada_244', 'punto_strada_169', 'punto_strada_167', 'punto_strada_165', 'punto_strada_164', 'punto_strada_163', 'punto_strada_161', 'punto_strada_159', 'punto_strada_158', 'punto_strada_156', 'punto_strada_155', 'punto_strada_217', 'punto_strada_1081', 'punto_strada_961', 'punto_strada_962', 'punto_strada_1078', 'punto_strada_1076', 'punto_strada_1075', 'punto_strada_1074', 'punto_strada_16', 'punto_strada_1083', 'punto_strada_15', 'punto_strada_1085', 'punto_strada_14', 'punto_ponte_1087', 'punto_ponte_66', 'punto_strada_12', 'punto_ponte_1090', 'punto_ponte_11', 'punto_ponte_10', 'punto_strada_1094', 'punto_strada_62', 'punto_strada_61', 'punto_strada_7', 'punto_strada_59', 'punto_strada_5', 'punto_strada_4', 'punto_strada_3', 'punto_strada_2', 'punto_strada_0', 'metro_concadoro']",1206.852646739724,no,yes,concadoro,punto_accesso_73
"['punto_accesso_74', 'punto_strada_691', 'punto_strada_689', 'punto_strada_688', 'punto_strada_685', 'punto_strada_648', 'punto_strada_649', 'punto_strada_682', 'punto_strada_680', 'punto_strada_677', 'punto_strada_674', 'punto_strada_673', 'punto_strada_670', 'punto_strada_669', 'punto_strada_666', 'punto_strada_1033', 'punto_strada_1034', 'punto_strada_569', 'punto_strada_571', 'punto_strada_572', 'punto_strada_575', 'punto_strada_577', 'punto_strada_578', 'punto_strada_580', 'punto_strada_581', 'punto_strada_584', 'punto_strada_531', 'punto_strada_533', 'punto_strada_363', 'punto_strada_365', 'punto_strada_367', 'punto_strada_299', 'punto_strada_297', 'punto_strada_295', 'punto_strada_292', 'punto_strada_243', 'punto_strada_244', 'punto_strada_169', 'punto_strada_167', 'punto_strada_165', 'punto_strada_164', 'punto_strada_163', 'punto_strada_161', 'punto_strada_159', 'punto_strada_158', 'punto_strada_156', 'punto_strada_155', 'punto_strada_217', 'punto_strada_1081', 'punto_strada_961', 'punto_strada_962', 'punto_strada_1078', 'punto_strada_1076', 'punto_strada_1075', 'punto_strada_1074', 'punto_strada_16', 'punto_strada_1083', 'punto_strada_15', 'punto_strada_1085', 'punto_strada_14', 'punto_ponte_1087', 'punto_ponte_66', 'punto_strada_12', 'punto_ponte_1090', 'punto_ponte_11', 'punto_ponte_10', 'punto_strada_1094', 'punto_strada_62', 'punto_strada_61', 'punto_strada_7', 'punto_strada_59', 'punto_strada_5', 'punto_strada_4', 'punto_strada_3', 'punto_strada_2', 'punto_strada_0', 'metro_concadoro']",1561.6339249623056,no,yes,concadoro,punto_accesso_74
"['punto_accesso_75', 'punto_strada_623', 'punto_strada_621', 'punto_strada_615', 'punto_strada_613', 'punto_strada_611', 'punto_strada_597', 'punto_strada_599', 'punto_strada_585', 'punto_strada_1070', 'punto_strada_545', 'punto_strada_548', 'punto_strada_550', 'punto_strada_551', 'punto_strada_525', 'punto_strada_527', 'punto_strada_529', 'punto_strada_531', 'punto_strada_533', 'punto_strada_363', 'punto_strada_365', 'punto_strada_367', 'punto_strada_299', 'punto_strada_297', 'punto_strada_295', 'punto_strada_292', 'punto_strada_243', 'punto_strada_244', 'punto_strada_169', 'punto_strada_167', 'punto_strada_165', 'punto_strada_164', 'punto_strada_163', 'punto_strada_161', 'punto_strada_159', 'punto_strada_158', 'punto_strada_156', 'punto_strada_155', 'punto_strada_217', 'punto_strada_1081', 'punto_strada_961', 'punto_strada_962', 'punto_strada_1078', 'punto_strada_1076', 'punto_strada_1075', 'punto_strada_1074', 'punto_strada_16', 'punto_strada_1083', 'punto_strada_15', 'punto_strada_1085', 'punto_strada_14', 'punto_ponte_1087', 'punto_ponte_66', 'punto_strada_12', 'punto_ponte_1090', 'punto_ponte_11', 'punto_ponte_10', 'punto_strada_1094', 'punto_strada_62', 'punto_strada_61', 'punto_strada_7', 'punto_strada_59', 'punto_strada_5', 'punto_strada_4', 'punto_strada_3', 'punto_strada_2', 'punto_strada_0', 'metro_concadoro']",1276.8971215712377,no,yes,concadoro,punto_accesso_75
"['punto_accesso_76', 'punto_strada_685', 'punto_strada_648', 'punto_strada_649', 'punto_strada_682', 'punto_strada_680', 'punto_strada_677', 'punto_strada_674', 'punto_strada_673', 'punto_strada_670', 'punto_strada_669', 'punto_strada_666', 'punto_strada_1033', 'punto_strada_1034', 'punto_strada_569', 'punto_strada_571', 'punto_strada_572', 'punto_strada_575', 'punto_strada_577', 'punto_strada_578', 'punto_strada_580', 'punto_strada_581', 'punto_strada_584', 'punto_strada_531', 'punto_strada_533', 'punto_strada_363', 'punto_strada_365', 'punto_strada_367', 'punto_strada_299', 'punto_strada_297', 'punto_strada_295', 'punto_strada_292', 'punto_strada_243', 'punto_strada_244', 'punto_strada_169', 'punto_strada_167', 'punto_strada_165', 'punto_strada_164', 'punto_strada_163', 'punto_strada_161', 'punto_strada_159', 'punto_strada_158', 'punto_strada_156', 'punto_strada_155', 'punto_strada_217', 'punto_strada_1081', 'punto_strada_961', 'punto_strada_962', 'punto_strada_1078', 'punto_strada_1076', 'punto_strada_1075', 'punto_strada_1074', 'punto_strada_16', 'punto_strada_1083', 'punto_strada_15', 'punto_strada_1085', 'punto_strada_14', 'punto_ponte_1087', 'punto_ponte_66', 'punto_strada_12', 'punto_ponte_1090', 'punto_ponte_11', 'punto_ponte_10', 'punto_strada_1094', 'punto_strada_62', 'punto_strada_61', 'punto_strada_7', 'punto_strada_59', 'punto_strada_5', 'punto_strada_4', 'punto_strada_3', 'punto_strada_2', 'punto_strada_0', 'metro_concadoro']",1473.7282008457892,no,yes,concadoro,punto_accesso_76
"['punto_accesso_77', 'punto_strada_637', 'punto_strada_636', 'punto_strada_625', 'punto_strada_623', 'punto_strada_621', 'punto_strada_615', 'punto_strada_613', 'punto_strada_611', 'punto_strada_597', 'punto_strada_599', 'punto_strada_585', 'punto_strada_1070', 'punto_strada_545', 'punto_strada_548', 'punto_strada_550', 'punto_strada_551', 'punto_strada_525', 'punto_strada_527', 'punto_strada_529', 'punto_strada_531', 'punto_strada_533', 'punto_strada_363', 'punto_strada_365', 'punto_strada_367', 'punto_strada_299', 'punto_strada_297', 'punto_strada_295', 'punto_strada_292', 'punto_strada_243', 'punto_strada_244', 'punto_strada_169', 'punto_strada_167', 'punto_strada_165', 'punto_strada_164', 'punto_strada_163', 'punto_strada_161', 'punto_strada_159', 'punto_strada_158', 'punto_strada_156', 'punto_strada_155', 'punto_strada_217', 'punto_strada_1081', 'punto_strada_961', 'punto_strada_962', 'punto_strada_1078', 'punto_strada_1076', 'punto_strada_1075', 'punto_strada_1074', 'punto_strada_16', 'punto_strada_1083', 'punto_strada_15', 'punto_strada_1085', 'punto_strada_14', 'punto_ponte_1087', 'punto_ponte_66', 'punto_strada_12', 'punto_ponte_1090', 'punto_ponte_11', 'punto_ponte_10', 'punto_strada_1094', 'punto_strada_62', 'punto_strada_61', 'punto_strada_7', 'punto_strada_59', 'punto_strada_5', 'punto_strada_4', 'punto_strada_3', 'punto_strada_2', 'punto_strada_0', 'metro_concadoro']",1325.3648439850847,no,yes,concadoro,punto_accesso_77
"['punto_accesso_78', 'punto_strada_579', 'punto_strada_581', 'punto_strada_584', 'punto_strada_531', 'punto_strada_533', 'punto_strada_363', 'punto_strada_365', 'punto_strada_367', 'punto_strada_299', 'punto_strada_297', 'punto_strada_295', 'punto_strada_292', 'punto_strada_243', 'punto_strada_244', 'punto_strada_169', 'punto_strada_167', 'punto_strada_165', 'punto_strada_164', 'punto_strada_163', 'punto_strada_161', 'punto_strada_159', 'punto_strada_158', 'punto_strada_156', 'punto_strada_155', 'punto_strada_217', 'punto_strada_1081', 'punto_strada_961', 'punto_strada_962', 'punto_strada_1078', 'punto_strada_1076', 'punto_strada_1075', 'punto_strada_1074', 'punto_strada_16', 'punto_strada_1083', 'punto_strada_15', 'punto_strada_1085', 'punto_strada_14', 'punto_ponte_1087', 'punto_ponte_66', 'punto_strada_12', 'punto_ponte_1090', 'punto_ponte_11', 'punto_ponte_10', 'punto_strada_1094', 'punto_strada_62', 'punto_strada_61', 'punto_strada_7', 'punto_strada_59', 'punto_strada_5', 'punto_strada_4', 'punto_strada_3', 'punto_strada_2', 'punto_strada_0', 'metro_concadoro']",981.0966130269157,no,yes,concadoro,punto_accesso_78
"['punto_accesso_79', 'punto_strada_550', 'punto_strada_551', 'punto_strada_525', 'punto_strada_527', 'punto_strada_529', 'punto_strada_531', 'punto_strada_533', 'punto_strada_363', 'punto_strada_365', 'punto_strada_367', 'punto_strada_299', 'punto_strada_297', 'punto_strada_295', 'punto_strada_292', 'punto_strada_243', 'punto_strada_244', 'punto_strada_169', 'punto_strada_167', 'punto_strada_165', 'punto_strada_164', 'punto_strada_163', 'punto_strada_161', 'punto_strada_159', 'punto_strada_158', 'punto_strada_156', 'punto_strada_155', 'punto_strada_217', 'punto_strada_1081', 'punto_strada_961', 'punto_strada_962', 'punto_strada_1078', 'punto_strada_1076', 'punto_strada_1075', 'punto_strada_1074', 'punto_strada_16', 'punto_strada_1083', 'punto_strada_15', 'punto_strada_1085', 'punto_strada_14', 'punto_ponte_1087', 'punto_ponte_66', 'punto_strada_12', 'punto_ponte_1090', 'punto_ponte_11', 'punto_ponte_10', 'punto_strada_1094', 'punto_strada_62', 'punto_strada_61', 'punto_strada_7', 'punto_strada_59', 'punto_strada_5', 'punto_strada_4', 'punto_strada_3', 'punto_strada_2', 'punto_strada_0', 'metro_concadoro']",1043.490691603244,no,yes,concadoro,punto_accesso_79
