path,distance,scale,conponte,metro,puntoaccesso
"['punto_accesso_28', 'punto_strada_482', 'punto_strada_484', 'punto_strada_499', 'punto_strada_500', 'punto_strada_501', 'punto_strada_503', 'punto_strada_506', 'punto_strada_507', 'punto_strada_510', 'punto_strada_512', 'punto_strada_514', 'punto_strada_407', 'punto_strada_405', 'punto_strada_403', 'punto_strada_402', 'punto_strada_307', 'punto_strada_352', 'punto_strada_355', 'punto_strada_357', 'punto_strada_360', 'punto_strada_363', 'punto_strada_370', 'punto_strada_371', 'punto_strada_374', 'punto_strada_375', 'punto_strada_377', 'punto_strada_379', 'punto_strada_380', 'punto_strada_383', 'punto_strada_1134', 'punto_strada_1132', 'punto_strada_1138', 'punto_strada_1139', 'punto_strada_1141', 'punto_strada_1142', 'punto_strada_821', 'punto_strada_818', 'punto_strada_816', 'punto_strada_813', 'punto_strada_812', 'punto_strada_806', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1479.1739494934693,yes,yes,libia,punto_accesso_28
"['punto_accesso_29', 'punto_strada_483', 'punto_strada_484', 'punto_strada_499', 'punto_strada_500', 'punto_strada_501', 'punto_strada_503', 'punto_strada_506', 'punto_strada_507', 'punto_strada_510', 'punto_strada_512', 'punto_strada_514', 'punto_strada_407', 'punto_strada_405', 'punto_strada_403', 'punto_strada_402', 'punto_strada_307', 'punto_strada_352', 'punto_strada_355', 'punto_strada_357', 'punto_strada_360', 'punto_strada_363', 'punto_strada_370', 'punto_strada_371', 'punto_strada_374', 'punto_strada_375', 'punto_strada_377', 'punto_strada_379', 'punto_strada_380', 'punto_strada_383', 'punto_strada_1134', 'punto_strada_1132', 'punto_strada_1138', 'punto_strada_1139', 'punto_strada_1141', 'punto_strada_1142', 'punto_strada_821', 'punto_strada_818', 'punto_strada_816', 'punto_strada_813', 'punto_strada_812', 'punto_strada_806', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1466.4483082021218,yes,yes,libia,punto_accesso_29
"['punto_accesso_30', 'punto_strada_102', 'punto_strada_50', 'punto_strada_104', 'punto_strada_52', 'punto_strada_20', 'punto_strada_147', 'punto_strada_149', 'punto_strada_151', 'punto_strada_153', 'punto_strada_155', 'punto_strada_156', 'punto_strada_158', 'punto_strada_159', 'punto_strada_161', 'punto_strada_163', 'punto_strada_164', 'punto_strada_165', 'punto_strada_167', 'punto_strada_169', 'punto_strada_244', 'punto_strada_243', 'punto_strada_292', 'punto_strada_295', 'punto_strada_297', 'punto_strada_299', 'punto_strada_367', 'punto_strada_365', 'punto_strada_370', 'punto_strada_371', 'punto_strada_374', 'punto_strada_375', 'punto_strada_377', 'punto_strada_379', 'punto_strada_380', 'punto_strada_383', 'punto_strada_1134', 'punto_strada_1132', 'punto_strada_1138', 'punto_strada_1139', 'punto_strada_1141', 'punto_strada_1142', 'punto_strada_821', 'punto_strada_818', 'punto_strada_816', 'punto_strada_813', 'punto_strada_812', 'punto_strada_806', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1555.094103553772,yes,yes,libia,punto_accesso_30
"['punto_accesso_31', 'punto_strada_45', 'punto_strada_44', 'punto_strada_43', 'punto_strada_248', 'punto_strada_250', 'punto_strada_253', 'punto_strada_254', 'punto_strada_256', 'punto_strada_259', 'punto_strada_260', 'punto_strada_262', 'punto_strada_272', 'punto_strada_275', 'punto_strada_277', 'punto_strada_278', 'punto_strada_281', 'punto_strada_302', 'punto_strada_303', 'punto_strada_352', 'punto_strada_355', 'punto_strada_357', 'punto_strada_360', 'punto_strada_363', 'punto_strada_370', 'punto_strada_371', 'punto_strada_374', 'punto_strada_375', 'punto_strada_377', 'punto_strada_379', 'punto_strada_380', 'punto_strada_383', 'punto_strada_1134', 'punto_strada_1132', 'punto_strada_1138', 'punto_strada_1139', 'punto_strada_1141', 'punto_strada_1142', 'punto_strada_821', 'punto_strada_818', 'punto_strada_816', 'punto_strada_813', 'punto_strada_812', 'punto_strada_806', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1564.1640705189623,yes,yes,libia,punto_accesso_31
"['punto_accesso_32', 'punto_strada_780', 'punto_strada_778', 'punto_strada_775', 'punto_strada_774', 'punto_strada_754', 'punto_strada_752', 'punto_strada_751', 'punto_strada_759', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1006.6226457697412,yes,yes,libia,punto_accesso_32
"['punto_accesso_33', 'punto_strada_782', 'punto_strada_780', 'punto_strada_778', 'punto_strada_775', 'punto_strada_774', 'punto_strada_754', 'punto_strada_752', 'punto_strada_751', 'punto_strada_759', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1035.6463633210158,yes,yes,libia,punto_accesso_33
"['punto_accesso_34', 'punto_strada_777', 'punto_strada_776', 'punto_strada_774', 'punto_strada_754', 'punto_strada_752', 'punto_strada_751', 'punto_strada_759', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",972.5905495549756,yes,yes,libia,punto_accesso_34
"['punto_accesso_35', 'punto_strada_571', 'punto_strada_573', 'punto_strada_766', 'punto_strada_767', 'punto_strada_768', 'punto_strada_1036', 'punto_strada_1037', 'punto_strada_1038', 'punto_strada_799', 'punto_strada_798', 'punto_strada_796', 'punto_strada_794', 'punto_strada_792', 'punto_strada_791', 'punto_strada_802', 'punto_strada_804', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1046.9039825468578,yes,yes,libia,punto_accesso_35
"['punto_accesso_36', 'punto_strada_728', 'punto_strada_756', 'punto_strada_754', 'punto_strada_752', 'punto_strada_751', 'punto_strada_759', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",964.9323224508472,yes,yes,libia,punto_accesso_36
"['punto_accesso_37', 'punto_strada_1033', 'punto_strada_1032', 'punto_strada_725', 'punto_strada_726', 'punto_strada_727', 'punto_strada_756', 'punto_strada_754', 'punto_strada_752', 'punto_strada_751', 'punto_strada_759', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1082.008151052314,yes,yes,libia,punto_accesso_37
"['punto_accesso_38', 'punto_strada_780', 'punto_strada_778', 'punto_strada_775', 'punto_strada_774', 'punto_strada_754', 'punto_strada_752', 'punto_strada_751', 'punto_strada_759', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1016.9728793647902,yes,yes,libia,punto_accesso_38
"['punto_accesso_39', 'punto_strada_753', 'punto_strada_751', 'punto_strada_759', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",900.7831392366576,yes,yes,libia,punto_accesso_39
"['punto_accesso_40', 'punto_strada_795', 'punto_strada_792', 'punto_strada_791', 'punto_strada_802', 'punto_strada_804', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",807.2809822974631,yes,yes,libia,punto_accesso_40
"['punto_accesso_41', 'punto_strada_798', 'punto_strada_796', 'punto_strada_794', 'punto_strada_792', 'punto_strada_791', 'punto_strada_802', 'punto_strada_804', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",848.5523646294298,yes,yes,libia,punto_accesso_41
"['punto_accesso_42', 'punto_strada_765', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",778.1305204090455,yes,yes,libia,punto_accesso_42
"['punto_accesso_43', 'punto_strada_1037', 'punto_strada_1038', 'punto_strada_799', 'punto_strada_798', 'punto_strada_796', 'punto_strada_794', 'punto_strada_792', 'punto_strada_791', 'punto_strada_802', 'punto_strada_804', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",907.0921707039774,yes,yes,libia,punto_accesso_43
"['punto_accesso_44', 'punto_strada_768', 'punto_strada_1036', 'punto_strada_1037', 'punto_strada_1038', 'punto_strada_799', 'punto_strada_798', 'punto_strada_796', 'punto_strada_794', 'punto_strada_792', 'punto_strada_791', 'punto_strada_802', 'punto_strada_804', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",981.6396752832991,yes,yes,libia,punto_accesso_44
"['punto_accesso_45', 'punto_strada_760', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",839.8461375698614,yes,yes,libia,punto_accesso_45
"['punto_accesso_46', 'punto_strada_779', 'punto_strada_778', 'punto_strada_775', 'punto_strada_774', 'punto_strada_754', 'punto_strada_752', 'punto_strada_751', 'punto_strada_759', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1007.3344302106757,yes,yes,libia,punto_accesso_46
"['punto_accesso_47', 'punto_strada_776', 'punto_strada_774', 'punto_strada_754', 'punto_strada_752', 'punto_strada_751', 'punto_strada_759', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",966.0504746523784,yes,yes,libia,punto_accesso_47
"['punto_accesso_48', 'punto_strada_762', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",818.4932041044033,yes,yes,libia,punto_accesso_48
"['punto_accesso_49', 'punto_strada_782', 'punto_strada_780', 'punto_strada_778', 'punto_strada_775', 'punto_strada_774', 'punto_strada_754', 'punto_strada_752', 'punto_strada_751', 'punto_strada_759', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1043.1460567825422,yes,yes,libia,punto_accesso_49
"['punto_accesso_50', 'punto_strada_777', 'punto_strada_776', 'punto_strada_774', 'punto_strada_754', 'punto_strada_752', 'punto_strada_751', 'punto_strada_759', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1005.3691837161128,yes,yes,libia,punto_accesso_50
"['punto_accesso_51', 'punto_strada_670', 'punto_strada_673', 'punto_strada_738', 'punto_strada_737', 'punto_strada_736', 'punto_strada_735', 'punto_strada_744', 'punto_strada_747', 'punto_strada_748', 'punto_strada_750', 'punto_strada_758', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1050.1780769943225,yes,yes,libia,punto_accesso_51
"['punto_accesso_52', 'punto_strada_672', 'punto_strada_673', 'punto_strada_738', 'punto_strada_737', 'punto_strada_736', 'punto_strada_735', 'punto_strada_744', 'punto_strada_747', 'punto_strada_748', 'punto_strada_750', 'punto_strada_758', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1034.0281712902631,yes,yes,libia,punto_accesso_52
"['punto_accesso_53', 'punto_strada_655', 'punto_strada_653', 'punto_strada_651', 'punto_strada_682', 'punto_strada_680', 'punto_strada_677', 'punto_strada_740', 'punto_strada_741', 'punto_strada_742', 'punto_strada_744', 'punto_strada_747', 'punto_strada_748', 'punto_strada_750', 'punto_strada_758', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1171.72388936132,yes,yes,libia,punto_accesso_53
"['punto_accesso_54', 'punto_strada_651', 'punto_strada_682', 'punto_strada_680', 'punto_strada_677', 'punto_strada_740', 'punto_strada_741', 'punto_strada_742', 'punto_strada_744', 'punto_strada_747', 'punto_strada_748', 'punto_strada_750', 'punto_strada_758', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1110.968183925764,yes,yes,libia,punto_accesso_54
"['punto_accesso_55', 'punto_strada_653', 'punto_strada_651', 'punto_strada_682', 'punto_strada_680', 'punto_strada_677', 'punto_strada_740', 'punto_strada_741', 'punto_strada_742', 'punto_strada_744', 'punto_strada_747', 'punto_strada_748', 'punto_strada_750', 'punto_strada_758', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1141.5378019642123,yes,yes,libia,punto_accesso_55
"['punto_accesso_56', 'punto_strada_664', 'punto_strada_666', 'punto_strada_726', 'punto_strada_727', 'punto_strada_756', 'punto_strada_754', 'punto_strada_752', 'punto_strada_751', 'punto_strada_759', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1071.8349170527365,yes,yes,libia,punto_accesso_56
"['punto_accesso_57', 'punto_strada_1033', 'punto_strada_1032', 'punto_strada_725', 'punto_strada_726', 'punto_strada_727', 'punto_strada_756', 'punto_strada_754', 'punto_strada_752', 'punto_strada_751', 'punto_strada_759', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1065.4478564005528,yes,yes,libia,punto_accesso_57
"['punto_accesso_58', 'punto_strada_665', 'punto_strada_666', 'punto_strada_726', 'punto_strada_727', 'punto_strada_756', 'punto_strada_754', 'punto_strada_752', 'punto_strada_751', 'punto_strada_759', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1048.1495728466437,yes,yes,libia,punto_accesso_58
"['punto_accesso_59', 'punto_strada_663', 'punto_strada_664', 'punto_strada_666', 'punto_strada_726', 'punto_strada_727', 'punto_strada_756', 'punto_strada_754', 'punto_strada_752', 'punto_strada_751', 'punto_strada_759', 'punto_strada_761', 'punto_strada_763', 'punto_strada_787', 'punto_strada_788', 'punto_strada_801', 'punto_strada_803', 'punto_strada_805', 'punto_strada_807', 'punto_strada_847', 'punto_strada_849', 'punto_strada_851', 'punto_strada_854', 'punto_strada_855', 'punto_strada_857', 'punto_strada_860', 'punto_strada_862', 'punto_strada_865', 'punto_strada_867', 'punto_strada_870', 'punto_strada_873', 'punto_strada_875', 'punto_strada_877', 'punto_strada_907', 'punto_strada_917', 'punto_strada_918', 'punto_strada_920', 'punto_strada_924', 'punto_strada_906', 'metro_libia']",1082.0397257322509,yes,yes,libia,punto_accesso_59
